date wind precip sunshine clouds pressure temperature
2022-09-22 2.3 0 8.167 2 1012.28 10.4
2022-09-23 2.8 0 9.017 6.6 1006.47 11.2
2022-09-24 2.4 0.1 0.217 7.9 1001.62 12.3
2022-09-25 2.6 0 3 7.7 999.43 13.5
2022-09-26 3.9 0.7 4.833 7.5 991.72 12.6
2022-09-27 4.2 2.1 0.917 7.6 983.77 10.4
2022-09-28 2.8 0.4 2.483 7.6 985.38 8.3
2022-09-29 2.6 0 4.833 6.8 991.65 9.3
2022-09-30 3.4 0 8.617 1 998.86 10.2
2022-10-01 6 1.7 0.233 6.6 995.31 10.1
2022-10-02 5.7 3.4 6.067 3.8 1001.88 11.7
2022-10-03 5.6 0.1 1.717 7.4 1009.12 12.5
2022-10-04 3.9 0 5.117 7.7 1009.4 13.1
2022-10-05 4.9 0 6.8 5.5 1005.48 13.9
2022-10-06 5.4 0 9.033 2.5 1014.01 13.9
2022-10-07 3.9 0 10.717 4.6 1011.66 11.8
2022-10-08 5.1 2.4 4.067 4.8 1006.55 10.7
2022-10-09 3.2 0 10.417 3.3 1013.17 9.4
2022-10-10 5 0 8.933 5.7 1005.56 10.6
2022-10-11 3.4 0 8.633 3.9 1012.93 10.2
2022-10-12 3.3 0 10.083 0.5 1013.25 9.3
2022-10-13 4.3 0 3.817 7.1 1006.94 10.5
2022-10-14 4.2 0 1.983 7.3 1001.96 12.4
2022-10-15 4.7 0 2.55 7.3 997.1 14.6
2022-10-16 4.3 0 4.717 7.3 1004.79 15.5
2022-10-17 5.1 0.9 8.517 7.6 1010.56 17.4
2022-10-18 3.1 11.9 0.817 5.5 1013.55 13.8
2022-10-19 3.2 0 3.283 5.7 1015.17 9.9
2022-10-20 5 2.2 9.25 6.7 1009.26 8
2022-10-21 3.7 1.8 1.2 7.8 999.69 11.7
2022-10-22 3.9 0 4.3 6.3 1001.57 14
2022-10-23 4.1 3.3 4.467 7.9 1002.85 13.6
2022-10-24 5.6 0.1 1.283 7.5 998.47 14.7
2022-10-25 4.7 0.9 2.25 6 1003.34 12.9
2022-10-26 4.2 0 8.483 5.2 1007.2 12
2022-10-27 4.7 0 8.483 8 1012.54 14.2
2022-10-28 5.4 0 6.567 7.1 1008.37 16.3
2022-10-29 4.2 0 5.183 8 1008.84 16.2
2022-10-30 4 0 7.133 4.5 1006.39 15.9
2022-10-31 3.2 0 5.6 5.7 1008 12.7
2022-11-01 4.8 0.3 1.5 6.8 1004.28 12.6
2022-11-02 5.9 0 4.167 4 1007.88 9.5
2022-11-03 5.4 0.1 3.867 7.7 1002.44 8.1
2022-11-04 3.9 3.4 0 7.9 994.36 8.8
2022-11-05 4.2 0 6.933 4.7 1003.95 7.6
2022-11-06 5.7 0.1 8.583 3.5 1003.53 6.6
2022-11-07 5.6 0 4.667 6.9 1000.73 10.2
2022-11-08 5.9 0.1 7.2 7.7 1000.4 11.4
2022-11-09 5.5 1 2.85 7.8 999.29 11.6
2022-11-10 5.1 0 5.95 6.1 1010.53 10.7
2022-11-11 4.7 0 1.133 7.8 1017.91 8.9
2022-11-12 3.2 0 6.567 7 1020.63 7.5
2022-11-13 4.4 0 2.9 6 1015.65 7.5
2022-11-14 4.9 0 6.933 2.9 1006.93 6.2
2022-11-15 4.6 0 7.883 2.3 999.82 7.2
2022-11-16 5.1 0.2 0 7.9 994.44 5.3
2022-11-17 7.1 1.3 0 8 990.56 3.6
2022-11-18 4.9 1.2 0 5.5 995.56 -1.5
2022-11-19 3.5 0.1 3.683 6.5 1001.12 -2.3
2022-11-20 3.8 0.2 0.5 6.6 997.25 -1.2
