"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
40.5,82.1,23.5,-1111.1,36.7,7.9,4145,4093,1102,65.9,48.7,2,2
45.8,83.2,30.8,-1111.1,37,11.6,5021,2293,1512,33.1,24.8,2,2
26.7,81,22.5,-1111.1,24.7,7.2,1997,1502,623,41.8,10.5,2,2
39,83.9,31.3,-1111.1,29.9,7.2,1374,1358,413,33.4,11.1,2,2
-1111.1,-1111.1,26.4,-1111.1,25.9,3.2,1390,1197,328,42,56,2,2
30.1,78.5,22.6,28.9,29.8,7.5,9648,12861,2831,76.3,54.8,2,2
34.4,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1698,1235,460,16.6,24.9,2,2
42.8,83.7,34.7,-1111.1,40.9,7.3,1240,630,230,0,29,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.6,2367,2336,911,19.9,19.9,1,2
23.8,75.9,20.8,22.3,23,5.9,33169,25978,5288,182,98.5,1,2
37.1,83.7,28.3,28.1,32.2,7.2,2226,1952,517,61.6,20.5,1,2
45,82.6,31.3,40.2,32.4,11.3,7653,4952,3545,87.6,56.8,1,2
27.8,76.9,23.4,25.9,24,7.5,5031,6873,2083,58.1,39.4,2,2
-1111.1,83.1,-1111.1,-1111.1,-1111.1,11.9,1263,1420,388,152.4,27.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5,1080,740,242,12.3,12.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.1,2063,1882,544,42.2,36.2,2,2
38.9,83,26.2,-1111.1,37.1,12.5,2940,2358,843,40.6,16.3,2,2
33.1,78.8,25.1,30.5,32.6,8.5,5376,5837,1457,42.5,31.9,2,2
35.7,77.1,23.4,38.4,37.9,13.2,3616,3428,1087,55.6,19.8,2,2
37.3,80.6,31.8,-1111.1,31.1,9.5,1949,1679,459,43.1,25.9,2,2
37.1,82.6,29.5,37.7,27.9,10.9,4647,5131,1717,59.2,40.3,2,2
28.9,-1111.1,21.5,-1111.1,21.7,8.6,707,961,220,0,58.1,2,2
28.6,78.7,24.6,28.2,29.9,7.8,12359,9827,2514,80.5,51.6,2,2
45.7,84.7,30,31,35.7,11,6586,4230,2835,50.6,19,1,2
-1111.1,85.9,-1111.1,-1111.1,-1111.1,3.1,2182,2404,587,75.6,32.4,2,2
36.6,83.9,18.7,26.8,35.7,6.4,3302,2295,640,38.2,21.8,2,1
31.3,79.6,22.3,28.4,32.6,5.8,5226,5773,1467,57.1,37.3,2,2
-1111.1,89.5,-1111.1,-1111.1,-1111.1,8.3,2004,2070,492,37.7,31.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,25.4,8.6,760,690,162,19.7,19.7,2,2
32.7,83.4,30.5,29.7,30.6,8,6523,6766,1935,134.9,36.4,2,2
43.9,87.6,35.8,-1111.1,41.6,6.9,2670,1524,749,14.7,14.7,1,1
26.8,81,25.5,26.4,26.7,7.6,75734,92502,18964,131.9,77.4,1,2
25.4,72.6,22.6,-1111.1,29.2,5.9,4761,3796,959,59.8,20.7,2,2
42.1,84.5,33.9,31.8,32.6,11.6,3817,3010,1550,79.2,25,2,2
24,79.9,23.6,27.8,32.7,7.3,14557,16008,3524,104.1,39.7,1,2
45.3,77.8,25.5,33.9,34.8,9.4,2999,1636,1068,22.8,34.2,2,1
41.2,88.2,26.4,37.3,31.3,7.6,6641,2898,1665,21.8,12.5,2,2
32.5,75.4,28.6,-1111.1,26.1,8.1,1739,1875,424,21.9,14.6,2,1
39.7,82.3,24.7,33.3,32.3,10.9,8441,5479,2451,58.6,21.3,2,2
40.8,85.7,27.3,33.8,35.9,8.1,2462,1926,911,37.1,30.9,2,2
43.6,84.6,31,-1111.1,38.7,14.6,1538,1023,487,38.9,25.9,1,2
42.3,82.5,33.4,-1111.1,36.2,10.2,2236,1428,1048,41.7,25,2,1
42.4,81.4,33.6,38.9,31.4,11.9,3944,3135,1948,81.9,28.6,1,2
41,81.8,26.8,35.4,40.3,7.6,2584,1717,679,14.4,14.4,1,2
34.5,80.3,29.5,-1111.1,31.7,7.2,3764,3294,1080,39.8,8,2,1
35.2,82.8,27.6,-1111.1,-1111.1,6.7,1234,1529,467,30.7,10.2,2,1
33.1,78.1,26.3,26.9,38.9,4.7,3579,3723,916,44.2,25.8,2,2
33,-1111.1,29.7,-1111.1,19.5,13.5,777,1349,299,36.8,12.3,2,2
33.8,79.2,25.7,34.5,25.9,9.6,7895,9729,2254,92.7,66.5,2,2
49.4,80.7,34.3,-1111.1,46.2,10.4,4087,1739,1188,23.2,17.4,2,1
41,83.1,38.7,-1111.1,27.6,9.8,1262,1456,396,10.1,30.2,2,1
28.7,82,23.6,25.9,28.9,4.7,8879,7316,2171,69.5,30.9,1,2
41.7,87.8,33.3,-1111.1,34,10.8,2715,1374,833,22.3,37.1,2,1
38.8,82.8,23.1,-1111.1,33.9,7,2241,2396,724,63.4,15.8,2,2
26.4,74.6,22.6,31.9,26.1,6.4,3271,5274,1014,42,32.3,2,2
-1111.1,90.2,-1111.1,-1111.1,31.9,7.5,2427,1151,1042,40.9,16.4,2,2
37.5,79.4,21.1,31.6,30.1,7.6,2345,2441,496,81.7,58.3,1,2
28.1,77.8,22.3,28.4,36.7,7.5,3750,1979,593,10.5,17.6,2,2
39.5,87.2,25.1,31.4,37.5,10.8,1252,781,372,0,29.4,2,1
-1111.1,82,27.9,-1111.1,-1111.1,8.4,2681,3096,673,46.3,23.1,2,2
36.4,84.1,25,-1111.1,-1111.1,8.5,1876,1551,513,29.4,19.6,2,1
44.6,87.2,25.4,18.4,-1111.1,9.6,2158,1841,739,60,42.9,2,2
38.3,82.9,30.1,30.3,32.4,9.8,3117,2792,889,74.2,41.2,2,2
39,82.3,26.1,31.9,31.4,11.5,2237,1612,625,34.9,27.9,2,1
36.5,81.9,32.9,27.7,27.8,9.3,4585,4610,1501,53.9,25.4,1,2
30,82.6,26,27,30.1,6.2,3952,4618,1154,58.4,24.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,851,1076,273,28.5,28.5,2,2
35.7,82.5,26.4,31.6,40.8,8.5,3238,3018,911,29.6,29.6,2,2
21.8,79.2,19.2,-1111.1,23.7,4.2,3518,3269,667,52.3,26.2,2,2
37.9,-1111.1,22.4,-1111.1,-1111.1,5.9,1556,1042,251,44,35.2,2,2
33,93.4,25.5,-1111.1,-1111.1,10.4,1205,783,348,42.1,21.1,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,1575,1468,428,13.2,6.6,2,1
41,79.7,32.6,34.6,33.8,10.7,5146,3626,2439,129,37.3,1,2
42.6,83.9,28.5,35,34.2,11.4,10100,7895,6038,82.2,40.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2169,1007,617,29.2,29.2,1,2
32.3,80.7,24.1,32,30.1,8.9,8413,8889,3484,81.1,38.9,2,2
-1111.1,84.3,21.9,-1111.1,30.4,6.6,299,311,80,0,43.9,1,1
41.6,76.9,31.9,24.6,29.2,11.8,2698,1926,679,53.9,12,2,2
29.7,79.5,25.1,25.7,27,6.5,3013,2387,781,130.5,40.5,2,2
42.4,85.2,27.5,30.5,29.6,7.4,2842,2534,976,52.9,41.1,2,2
26.9,83.6,22.2,-1111.1,28.1,5.4,4192,3125,714,58.4,30.5,2,2
28.9,80.7,-1111.1,-1111.1,29.8,3.3,4152,3374,700,39.3,26.2,2,2
31.2,70.6,19.3,-1111.1,30.3,6.5,1991,2073,450,52.9,41.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.3,1309,1092,331,31.9,31.9,1,1
37.3,80,18.8,33.2,32.4,6.8,3253,3656,1279,88.4,50.5,2,2
45,85.7,29.2,-1111.1,30.4,5.3,2030,1515,338,16.7,33.5,2,1
34,81.7,24,-1111.1,32.9,7,1551,2202,482,37.5,22.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1155,911,284,11.1,0,2,2
35.5,-1111.1,31.5,-1111.1,31,10.1,2052,2004,557,32.1,38.5,2,2
28,75,22.6,23.5,27.1,7.7,11418,10414,2760,95,57.6,1,2
-1111.1,84.3,24.3,-1111.1,-1111.1,10.6,1364,1588,366,26.3,43.9,2,1
36.4,83.1,28.3,31.4,33.3,8.6,3856,2508,1069,39.3,14.7,2,2
32.1,82,31.6,19.7,24.6,6.6,1950,2089,551,7.1,28.2,2,2
39.8,79.2,30.6,41.5,35.6,11,6798,6047,2770,86.8,42.1,1,2
50,84.1,23,-1111.1,33,8.7,1470,944,495,14.1,0,2,2
19.6,-1111.1,18.5,-1111.1,18.7,8.6,2530,2555,445,82.5,41.2,1,2
38.9,87.9,27.8,27.6,26.1,8.2,9501,6768,2025,47,23.5,2,1
38.6,-1111.1,32.2,-1111.1,22.6,10.5,3978,2713,723,47.5,27.7,2,1
28.6,81.1,20.3,22.7,25.2,8.7,11229,6223,1480,44.2,17.7,2,1
39.4,81.4,26.6,-1111.1,26.4,13.4,3640,2372,734,25.9,12.9,2,1
41.1,90.3,24.7,31.7,27.4,6.1,7383,5436,1503,45.1,28.5,2,1
35.5,79.9,26.2,35,25.8,10.1,4818,4053,826,49.2,28.9,2,2
44.1,84.8,29.9,-1111.1,27.4,10.3,2747,2586,433,13.2,26.4,2,1
28.9,82.7,21.5,28.9,27.8,7.6,14451,10445,1722,62.5,37.9,2,2
31.5,81,27,32.1,21.9,7.7,43461,33063,5862,171.1,56.5,1,2
32.1,79.4,26.4,27,25.5,7.2,27037,22039,4641,79.8,47.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4,1784,1526,329,28.4,18.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,16.8,7.5,1408,774,126,10.5,10.5,2,1
-1111.1,-1111.1,31.5,-1111.1,25.1,12.7,2166,1604,410,38.3,19.1,1,1
39.6,74,31.7,-1111.1,21.6,7.4,2840,2437,380,55.2,30.7,1,2
42.4,91,29.7,-1111.1,20.9,9.2,4174,2893,641,67.5,36.3,1,1
39.4,85.8,31.1,32,23,8,4618,3533,742,15.2,3.8,1,1
27.7,82.5,22.8,27.2,20.4,6.1,61422,40060,7136,113.3,57.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.9,2577,1158,242,45.7,11.4,2,1
30.2,-1111.1,30,-1111.1,21.8,10.9,3089,2228,622,43.2,9.6,1,1
41.9,86.7,24.8,34.8,27.5,7.4,6100,4225,1728,73.2,28.1,2,2
41.6,87.6,32.3,36.8,30.1,8.9,4562,3154,530,19.6,29.4,1,1
39.6,89.6,31.6,-1111.1,34.3,7.7,2760,2236,661,20.5,0,2,1
32.7,85.4,27.6,31.8,25.1,11.2,12631,8279,2135,67.2,40.3,1,1
42.4,83.6,30,-1111.1,22.1,7.4,5163,3631,836,58.7,24.7,1,1
39.3,81.8,22.3,-1111.1,29.4,11.5,2082,2476,416,6.6,13.2,2,1
30.5,82.2,24.8,28.1,21.1,7.4,71749,53484,11150,138.2,67.4,1,2
38.1,86.9,33.1,33.9,28.4,5.6,4991,4015,981,60.8,28.8,2,1
25.6,82.3,21.8,24.4,23.4,7,28498,18505,3925,131.7,49.6,2,2
38.1,84.8,28,32.9,26.3,9.2,12325,9636,2370,60.8,38,1,1
39.9,87.5,25.9,-1111.1,18.7,5.9,1825,2011,492,57,14.2,2,1
24.1,83.6,25.2,24.9,19.5,5.8,6157,4714,731,61.7,28.5,2,2
32.9,82.7,25.1,30,31.1,7.7,13092,8066,2199,16.5,18.3,2,1
-1111.1,90.8,-1111.1,-1111.1,-1111.1,8.7,3365,1434,325,40.1,16.1,1,1
47.7,80.4,34,30.2,28,7,6086,4676,926,43.3,16.7,2,2
34.8,82.7,28,28.1,21,8.9,6678,4537,959,51.9,23.4,1,2
32.1,80,25.6,29.6,21.5,9.1,103078,51060,14425,153.9,54.7,1,1
35.7,83.2,25.8,24,25.6,6.5,25482,17256,2862,107.3,50.6,1,2
34.1,88.7,33.7,29.9,22.8,7.4,4278,2705,660,17.2,13.8,2,1
40.2,84.2,28.1,-1111.1,28,7.2,3441,2878,547,40.2,13.4,1,1
33.2,84.8,24.5,30.5,26.3,7.8,20496,16227,4491,109,44.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.8,1816,1254,285,21.1,21.1,2,1
32.6,80.3,30.7,-1111.1,30.4,10,4166,3068,543,92.6,29.2,2,2
31.9,89.2,25.2,37,27.1,11.7,3817,3419,778,21,12.6,2,1
38.6,80.8,29.6,27,27.7,7.7,9980,8667,1982,29.1,36.7,2,1
28.3,81.7,32.6,26.7,21.2,9.3,7157,4300,969,41.5,21.7,1,1
-1111.1,-1111.1,21,-1111.1,-1111.1,12.4,2357,757,221,39,9.7,1,1
36.7,87.8,25.4,-1111.1,21.3,11.4,3499,2522,506,66.2,18.9,2,1
34.9,78.7,24.6,34.2,23.5,10,7960,3391,1169,51.7,25.9,1,1
38.4,87.4,24.6,29.7,28.2,9.6,15387,10929,3588,81.2,20,1,1
40.6,83.3,32.6,28.1,27.2,8.3,8517,4538,1471,19.8,7.9,2,1
34.1,80.1,30.7,33.5,27.6,8.2,9092,6196,1843,72,27.2,1,1
23.2,81.8,22.7,22.7,24.2,7,26905,20766,4354,89.9,47.7,2,2
33.1,84.3,28.5,24.7,24,7.8,18694,10761,3570,57.3,32.9,1,1
-1111.1,-1111.1,-1111.1,-1111.1,15.1,4.9,1711,937,151,16.3,0,1,1
36.5,89,27.8,28.7,28.4,8.4,16278,10683,3803,56.7,34.4,1,2
33.2,84.4,32.8,29.1,19.7,8.3,3855,3261,586,26.2,13.1,2,1
35.4,83.5,25.5,27.1,23.2,11,8516,6980,1336,39.9,19.9,1,1
27.3,79.2,23,23.9,32.1,5.1,8974,4108,909,41,28.7,1,1
45.8,85.6,29.8,37.8,28.6,16.8,8008,6156,1806,40.3,31.4,2,1
32.9,89.4,27.5,29.2,25.4,6.6,6297,6821,1165,38.7,31.4,1,1
27.8,-1111.1,28.7,-1111.1,23.5,12.2,3332,2185,457,37,13.9,2,1
42,86.3,33,-1111.1,-1111.1,8.4,2365,1968,326,8.5,16.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,10.8,14.6,1418,911,206,32.9,26.3,1,1
35.8,82.7,30.4,-1111.1,23.9,13.5,2643,1997,425,31.3,12.5,2,1
25.8,75.2,24.6,25.1,24.7,6.7,8998,14523,4217,85.2,39.8,1,2
30.4,74.3,25.4,24.6,24.3,10,8298,12594,3408,80.6,31.4,1,2
17,68.6,16.6,20.3,18.9,5.6,15057,35270,7066,159.3,64.4,1,2
18.6,68.9,22,24.6,20.1,9.3,3138,4121,941,104.4,30.3,1,2
21.3,68.5,17.7,25.1,22.5,5.8,5584,8311,1251,111.8,42.9,1,2
22.8,76,24.7,23.4,21.9,7.1,10765,16721,4802,109.9,52.1,1,2
20.7,68.9,21,21,19.3,6.8,3204,6730,1064,97,55.8,1,2
20,67.8,16.8,27.7,17.2,4.3,2980,6247,796,116.3,39.7,1,2
26.3,71.9,23,24.3,27,7.4,5608,8454,2025,51.2,28.3,1,2
23.7,76.9,22.6,23.5,24.5,8.5,14259,19664,5450,94.5,42.2,1,2
24,71.1,24.2,23.4,28.1,7.2,1875,3198,776,96.2,45.3,1,2
19.4,74.8,19.9,23.1,18.8,5.6,3259,4399,875,70.3,37.9,1,2
30.7,76.7,23.2,29.8,26.5,9.8,6049,7139,2168,77.4,27.1,1,2
23.7,73.4,25.9,24.2,22.4,7,4000,5203,1139,64.6,23.3,2,2
32.9,72.5,25,32.4,27.5,6.6,5213,6068,1257,62.8,26.9,1,2
22.3,71.4,20.7,24.2,21.8,6.9,11695,25835,4883,56.3,30.2,1,2
28.2,75.2,25.2,32.9,25.3,8.8,8463,13279,2110,82.8,53,1,2
20.1,71.5,23.3,28.2,22.4,7.5,55250,50884,7180,90.6,56,1,2
23.4,72,20.8,26.2,22.2,6.5,75009,106125,13713,138.1,67.3,1,2
20.4,70.3,22.4,27.1,20.2,5.7,8281,7276,1037,61.4,28.4,2,2
34.1,78.7,27.3,32.6,26.6,8.8,4689,4006,689,37.7,22,1,2
20.6,70.6,19.3,27.4,20.8,5.8,11235,19220,2374,64.1,46.3,2,2
27,73.4,25.8,26,27.2,6.4,10374,9173,2025,31.7,27.6,2,2
22.4,75.2,26.5,23.8,21.1,4.9,13445,9449,1796,44.7,33.9,1,2
31.3,70.5,26.4,29,25.1,9.7,4525,4961,801,57.3,28.7,1,2
20.9,70.9,21.4,21.3,20,6,16001,19073,2613,63,49.8,1,2
28.6,74.3,25.6,25.9,18.4,8.6,4264,4098,721,46.8,30.1,1,1
22.2,72.5,22.3,25.6,20.4,7.2,21006,23188,3338,68.1,42.6,2,2
15.5,73.5,16.4,19.8,13.7,4.5,27881,16192,1726,214.5,63.8,1,2
27.2,-1111.1,23.1,30.6,19.9,10.4,2402,4275,449,110.6,30.2,2,2
18,66.8,15.3,22.4,11.9,5.2,104529,95011,7273,197.3,101.2,1,2
24.6,72.1,25.5,26.2,17.8,8.3,122762,63506,11083,78.2,50.7,1,2
25.1,74.1,21.9,30.1,19.4,6.7,3951,4612,560,26.3,17.5,2,2
21.8,73,25.6,25.1,21.1,6.1,10250,7819,1227,60.1,32.1,1,2
41.2,-1111.1,32.4,29.7,30.6,10.4,3610,3387,621,54.2,23.2,1,2
22.2,73.5,20,30.1,18,9,3249,7089,610,131.7,64.5,1,2
27.2,73,22.4,29.4,23.3,7.4,12901,18363,2782,64.8,39.5,1,2
25,70.2,25,28.4,24,8.3,12283,10748,1744,99.6,48.7,1,2
23,74.7,24.6,40.4,21.9,10.2,6022,9917,895,57.4,45.1,1,2
28.6,72.9,28,29.5,27.8,9.6,110491,77374,17923,188.6,45.6,1,2
16,65.6,15,30.5,16.8,6.7,18135,52438,5170,101.5,69.3,1,2
21.4,68.8,19.8,23.3,21.8,6.8,11604,22718,4019,129.7,59.2,1,2
26.6,76.4,23.2,27.7,24,7,48544,72644,16142,55.1,40.1,1,2
20.8,-1111.1,9.9,-1111.1,13.3,4.2,1449,2329,228,115.4,51.3,1,1
23.9,70.2,18.7,23.8,18.7,6.1,74495,95172,16174,80,60.7,1,2
19.8,69.9,22.8,29.4,21.6,5.4,6164,9574,2060,70.5,45.6,1,2
27.2,72.9,21.7,25.9,22,8.1,59589,62597,13773,88.6,54.4,1,2
17.6,65,14.1,19.2,18.2,4.7,12632,17816,3057,157.8,47,1,2
18.7,69.3,15.5,21.7,15.1,5.2,112192,180103,25764,158.7,76.6,1,2
-1111.1,-1111.1,12.4,-1111.1,-1111.1,2.1,617,1093,72,49.2,39.3,2,1
18.6,70.1,15.4,23.8,15.9,5,40219,86724,11204,173.8,97,1,2
21.6,73,20.1,25.8,21.6,7.1,38346,55454,10912,64.8,51.8,1,2
26.4,72.8,17.8,20.6,19.8,5.6,91815,69249,17100,293.7,76.7,1,2
23.8,71.5,21.9,24.4,21,6.3,75796,93953,18235,130.9,45.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,1571,2783,457,34.3,8.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1023,1763,289,62.1,41.4,2,2
19.9,82.5,22.5,23.5,27.7,6.7,10617,10466,1956,30.9,20.3,1,2
28.3,78.9,31.9,-1111.1,33.1,8.4,3326,5720,1083,88.7,46,1,2
25.7,78.3,19.9,-1111.1,22.7,6.2,2652,3977,596,20.5,28.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9,2235,3238,653,29.1,40.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,857,1406,286,57.2,34.3,2,2
20.1,81.4,23.4,30.1,25.6,9,4432,6132,879,45.1,23.4,2,2
23.3,80.9,27.1,32.6,19.9,9.2,12283,15892,2721,45.9,43.1,1,2
18.2,-1111.1,-1111.1,-1111.1,-1111.1,10.3,1731,2934,413,45.3,22.7,2,2
24,76.7,24.6,36,24.5,6,21367,24593,4441,77.5,40,1,2
26.8,82.5,28.4,-1111.1,30.8,6.7,5805,5843,1049,36.6,34.4,2,2
25.6,76.7,27.8,32.5,30.6,10,16779,18759,4213,56,51,1,2
24.5,85.1,23.7,-1111.1,28,10.7,5980,6081,1136,7.7,15.4,2,2
13.9,-1111.1,25.2,-1111.1,23.2,11.1,2523,4222,510,74.8,44.9,1,2
25.2,87.7,24,-1111.1,-1111.1,4.5,3395,4358,643,43.7,36.4,2,2
19.1,-1111.1,22.3,-1111.1,26.7,7.3,4617,5083,969,61.9,49,1,2
26.7,-1111.1,-1111.1,-1111.1,29.3,10.9,4652,5880,1378,28.4,19,2,1
21.7,78.5,25.8,26.5,19.2,7.8,5240,5944,716,27.4,26,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,1973,2047,446,59.7,33.2,1,2
25.8,-1111.1,30.3,-1111.1,23.3,8.9,3689,6752,1194,67.8,49.5,2,2
28.5,-1111.1,20.7,-1111.1,22,8.6,2241,4740,743,82,57.1,2,2
18.8,77.6,25.3,28.5,26.4,5.7,10989,9442,1453,38.2,55.9,2,2
18.8,78.1,-1111.1,17.3,-1111.1,6.2,2857,4882,648,119.1,89.3,2,2
25,78.8,26.6,27.8,26.1,8.7,57198,53188,12382,102.7,50.2,1,2
-1111.1,-1111.1,29.6,-1111.1,-1111.1,8.8,3486,5132,941,33.1,22.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,1944,3914,582,89,35.6,2,2
17.1,79.5,21.7,20.9,27.5,4.5,7129,12245,1758,119.1,79.8,2,2
20.7,81.5,28.8,23.9,29.8,9.6,4609,5726,915,63.8,30.7,1,2
23.8,81.5,33.1,-1111.1,27.7,10.9,5299,6119,1152,31.9,23.4,2,1
19.7,-1111.1,24.1,-1111.1,12.2,10.7,3808,5236,890,86.8,47.6,1,2
19.1,-1111.1,26.6,-1111.1,24.9,4.6,3642,7004,884,49.1,31.8,2,2
21.3,77,23.7,24,23.2,6.9,33302,31246,6587,105.9,58.9,1,2
24.6,82,23.8,22.8,28.2,9,5596,6234,1145,21.7,27.9,1,2
28.9,87.3,30.5,-1111.1,-1111.1,11.1,3342,6197,1014,33.3,33.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.2,1284,3135,442,48.8,40.7,1,2
20,-1111.1,21.5,22,27.4,4.4,7164,5420,1175,41.1,35.1,2,2
20,76.7,26.5,30.1,24.1,9.3,16732,20635,3825,42.8,40.3,1,2
18.7,74.3,20.8,23.6,17.9,6,24468,26941,5055,121.4,57,1,2
11.3,-1111.1,13.9,-1111.1,-1111.1,4.4,2049,1995,395,17.4,17.4,2,2
19.1,78.6,21.5,23.9,21.8,6.6,60031,60326,10902,96.2,51.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,220,442,62,0,45.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.9,1811,2119,531,0,24.9,1,1
25.1,77.7,24.6,18.3,28.8,7.2,9032,8412,1508,22.5,27.8,1,2
15.5,-1111.1,18.1,-1111.1,13.3,12.6,1917,3151,275,22.6,27.1,1,2
25.7,78.8,26.1,30,20.8,9,10721,13272,2486,42.1,36.3,2,2
16.9,77.8,21.3,15.8,20.5,6,11834,12617,1883,34.7,40.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,894,1103,241,73.6,29.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,1682,2033,346,70.6,44.1,1,2
23.3,79.9,23.3,26.4,24.7,7.1,67555,107358,14707,53.9,61.7,1,2
23.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,2895,4530,785,47.6,39.6,1,2
21,69.7,22,25.1,18,7.4,5577,8796,1669,129.7,58.7,1,2
21.4,-1111.1,32.9,-1111.1,22.8,5.8,3637,4790,776,41.4,31,2,2
21.6,-1111.1,24.6,-1111.1,27.9,7.7,5071,5460,1004,56.6,37.7,2,2
25.5,84.9,-1111.1,19.1,21.8,8.4,2389,4121,597,32,48,1,1
17,73.7,23.1,22.3,20.7,8.7,7721,10337,1482,101.1,53.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.4,1935,2031,369,19.6,13.1,2,2
21.8,84,26,30.7,24.4,7.1,13943,16718,3130,35.1,25.3,1,2
26.3,86.6,32.9,29.7,25.5,9.5,7496,8496,1673,21.9,26.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.7,1341,2846,481,28.7,19.1,1,2
25.4,79.3,24.9,24.6,30.7,8.7,20098,21991,5929,55.8,42.2,1,2
23.2,-1111.1,24,-1111.1,26.2,7.5,6252,5772,1257,44,26,1,2
18.5,75.4,21.3,26.5,18.9,7,104800,135401,19307,174.2,81.3,1,2
-1111.1,-1111.1,25,-1111.1,-1111.1,12.1,4193,4138,827,17.6,38.6,1,1
27.7,-1111.1,29.8,-1111.1,-1111.1,9.3,3096,3956,802,59.3,32,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,843,1713,286,40.7,27.2,1,2
-1111.1,90.6,20.8,-1111.1,-1111.1,7.6,2925,3927,771,16.8,21.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.9,1459,1477,361,0,21.5,2,1
24,-1111.1,-1111.1,-1111.1,22.9,4.6,2414,3640,577,64.9,48.7,2,2
16.5,78,19.5,26.7,17.9,5.6,20709,26264,3269,51.3,41.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1527,3391,489,20.9,27.9,1,1
31.6,83.9,31.7,-1111.1,23.2,13.1,3590,6589,1137,34.5,34.5,1,2
25.7,81.3,31.8,30.2,21.9,9.5,29913,28103,5987,97.4,56.2,1,2
20.9,79.4,25.2,30.8,31.1,7.3,15833,20519,3670,44.9,47.3,1,2
26.6,77.8,35.9,26.7,27.5,12.5,8141,8138,1493,52.4,31.8,2,2
27.7,84.6,28.6,-1111.1,32.5,5,5478,6960,1053,33.5,31.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1152,1724,296,68,45.4,2,2
26.5,83.8,25.8,26.3,24.2,7.4,7384,9378,1683,31.5,34.3,2,2
26.9,78.5,30.5,-1111.1,22.8,5.2,6615,8050,1594,25.7,30.8,1,2
25.7,79.5,23.8,26.5,23.3,6.4,10781,9749,2073,64.7,30.5,1,2
16.4,69.7,20.3,19.6,14.8,5.4,28198,27039,5505,241,96.8,1,2
27.9,78.4,29.2,30.3,26.3,9.8,292034,232760,54933,85.6,47.9,1,2
25.8,-1111.1,23.1,-1111.1,27,6.1,3845,4654,971,87.8,40.8,2,2
13.5,-1111.1,-1111.1,-1111.1,19.6,8.7,1941,3577,429,80.4,30.9,2,2
17,79.5,24.6,20.2,23.9,5.7,23312,21657,3994,57.7,39.5,2,2
21.7,76.2,29.8,-1111.1,23.3,6.7,3686,4861,635,75.3,34.5,2,2
22.8,78.8,23.1,22.5,35.5,5.7,6347,4953,929,77,35,1,2
17,86.8,30.3,22.2,15.9,2.4,2889,2894,447,36.4,20.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,629,1348,148,146,18.2,2,2
15.4,78.5,23.2,24.2,21.2,5.5,4420,7573,1232,98.2,60.3,2,2
17.9,80.3,26,-1111.1,27.8,10,1747,4889,459,79.1,41.5,2,2
14.7,75,19.9,-1111.1,27.9,7.6,2827,5005,773,61.7,55.8,2,2
