Date	APPLE	AMAZON	FORD	GOOGLE	MICROSOFT	VOLKSWAGEN
2017-03-06	32.4009590148926	42.3305015563965	8.44584655761719	41.2408180236816	58.5993461608887	105.424453735352
2017-03-07	32.4428291320801	42.3009986877441	8.40536975860596	41.4465789794922	58.7178726196289	106.157539367676
2017-03-08	32.321891784668	42.5250015258789	8.45259094238281	41.6189651489258	59.2558250427246	105.216979980469
2017-03-09	32.2474899291992	42.6500015258789	8.43235397338867	41.7838592529297	59.0187530517578	104.539245605469
2017-03-10	32.3544540405273	42.6230010986328	8.45259094238281	42.011547088623	59.2011070251465	104.746719360352
2017-03-13	32.368408203125	42.7294998168945	8.45933818817139	42.1256370544434	59.0005187988281	106.199020385742
2017-03-14	32.319580078125	42.6264991760254	8.46608352661133	42.1296234130859	58.7270050048828	105.223899841309
2017-03-15	32.6613998413086	42.6484985351562	8.53354263305664	42.2083435058594	59.0369911193848	106.814506530762
2017-03-16	32.7148780822754	42.6710014343262	8.56727123260498	42.2870559692383	58.936695098877	105.465942382812
2017-03-17	32.5521125793457	42.6155014038086	8.41886138916016	42.4534568786621	59.1464004516602	105.203163146973
2017-03-20	32.8939361572266	42.8484992980957	8.28394508361816	42.268123626709	59.2011070251465	105.237731933594
2017-03-21	32.5172348022461	42.1599998474121	7.90617609024048	41.3743362426758	58.5446319580078	103.411956787109
2017-03-22	32.884635925293	42.4029998779297	7.93990516662598	41.3309936523438	59.2922821044922	103.979064941406
2017-03-23	32.7683601379395	42.3689994812012	7.87244415283203	40.7326431274414	59.1464004516602	103.142242431641
2017-03-24	32.7032508850098	42.2804985046387	7.83871746063232	40.5757064819336	59.2466888427734	104.746719360352
2017-03-27	32.7590599060059	42.3409996032715	7.73078203201294	40.828800201416	59.3561019897461	103.059257507324
2017-03-28	33.4380416870117	42.7999992370605	7.85895347595215	40.8990516662598	59.5293502807617	104.691398620605
2017-03-29	33.5124588012695	43.7159996032715	7.87919139862061	41.4216690063477	59.6934509277344	104.297172546387
2017-03-30	33.4682769775391	43.8170013427734	7.87919139862061	41.4261512756348	59.9122695922852	103.335906982422
2017-03-31	33.4054985046387	44.3269996643066	7.85220861434937	41.3295021057129	60.0490608215332	104.26953125
2017-04-03	33.4148063659668	44.5755004882812	7.71728849411011	41.7773895263672	59.7664070129395	103.273651123047
2017-04-04	33.6636085510254	45.3414993286133	7.67006969451904	41.5791015625	59.9305267333984	101.800582885742
2017-04-05	33.4892234802246	45.4640007019043	7.59586238861084	41.4216690063477	59.7755088806152	101.109001159668
2017-04-06	33.4054985046387	44.9140014648438	7.60260915756226	41.2458038330078	59.9305267333984	100.279106140137
2017-04-07	33.3310852050781	44.7439994812012	7.57562446594238	41.0858764648438	59.884952545166	100.292938232422
2017-04-10	33.2915573120117	45.3520011901855	7.58911800384521	41.0888633728027	59.748161315918	100.313682556152
2017-04-11	32.9334526062012	45.1180000305176	7.60935401916504	41.0201110839844	59.7025947570801	101.62767791748
2017-04-12	32.9729995727539	44.8115005493164	7.57562446594238	41.0684356689453	59.4746360778809	102.042640686035
2017-04-13	32.7985954284668	44.2335014343262	7.49467372894287	41.030574798584	59.2193336486816	100.279106140137
2017-04-17	32.9799613952637	45.0994987487793	7.60935401916504	41.7086410522461	59.7025947570801	102.257019042969
2017-04-18	32.8334770202637	45.1889991760254	7.61619234085083	41.6912002563477	59.6205177307129	102.824119567871
2017-04-19	32.7125549316406	44.9599990844727	7.65037536621094	41.7604484558105	59.3014144897461	106.503326416016
2017-04-20	33.1218109130859	45.1030006408691	7.84180545806885	41.9318313598633	59.7208213806152	106.41340637207
2017-04-21	33.0822792053223	44.9264984130859	7.75292778015137	42.0085601806641	60.541431427002	106.842208862305
2017-04-24	33.4008445739746	45.3704986572266	7.81446027755737	42.9835586547852	61.5717163085938	109.815986633301
2017-04-25	33.6077919006348	45.3810005187988	7.84864377975464	43.4588470458984	61.9272880554199	112.174270629883
2017-04-26	33.4101409912109	45.4645004272461	7.93068599700928	43.4304504394531	61.8452339172363	109.981964111328
2017-04-27	33.4357261657715	45.9189987182617	7.84180545806885	43.5559997558594	62.2464141845703	109.560104370117
2017-04-28	33.4031791687012	46.2495002746582	7.84180545806885	45.1358222961426	62.4196434020996	110.4453125
2017-05-01	34.0844879150391	47.4114990234375	7.80762338638306	45.4651412963867	63.2858543395996	113.287727355957
